Appartement;42.5;2;1;729;1;0;0;4684;165;1153
Appartement;45.7;2;1;621;1;0;0;1577;556;727
Studio;38.0;1;1;455;0;0;0;5298;2229;3322
Studio;35.3;1;1;490;0;0;0;3169;1578;2081
Studio;40.6;1;1;437;0;0;0;4085;635;3726
Studio;38.2;1;1;442;0;0;0;51;115;1815
Appartement;42.12;2;1;520;1;0;0;6153;289;3294
Appartement;43.9;2;1;527;1;0;0;1464;720;3766
Appartement;44.0;2;1;521;1;0;0;304;204;1247
Appartement;39.1;2;1;473;1;0;0;1930;850;3869
Appartement;48.0;2;1;601;0;0;0;231;90;2446
Appartement;46.2;2;1;618;0;0;0;705;214;2429
Appartement;45.4;2;1;609;0;0;0;3;70;1585
Appartement;46.7;2;1;641;0;0;0;1248;561;1298
Appartement;50.58;2;1;645;0;0;0;4922;1839;4817
Appartement;54.2;2;1;601;0;0;0;4426;1681;2182
Appartement;51.8;2;1;591;0;0;0;5364;466;1343
Appartement;54.2;2;1;606;0;0;0;940;178;643
Appartement;72.0;4;3;730;0;0;0;1128;600;2030
Appartement;72.3;4;3;690;0;0;0;5426;84;3028
Appartement;68.6;4;3;717;0;0;0;3349;432;4282
Appartement;72.9;4;3;716;0;0;0;4562;1028;431
Appartement;42.0;2;1;650;1;0;0;5565;1160;4936
Appartement;41.5;2;1;591;1;0;0;7164;189;2446
Appartement;40.1;2;1;649;1;0;0;604;842;744
Appartement;43.4;2;1;612;1;0;0;1002;599;3746
Appartement;80.0;4;1;1950;1;0;0;1273;417;3045
Appartement;80.7;4;1;1865;1;0;0;2580;825;1710
Appartement;76.8;4;1;2057;1;0;0;589;864;3908
Appartement;80.1;4;1;2117;1;0;0;6241;1413;2693
Studio;18.0;1;1;390;1;1;0;1040;700;1630
Studio;18.6;1;1;384;1;1;0;1835;909;3673
Studio;17.9;1;1;402;1;1;0;3859;1404;871
Studio;17.8;1;1;392;1;1;0;1695;845;2027
Appartement;39.0;2;1;410;1;0;0;6658;1913;2513
Appartement;36.3;2;1;439;1;0;0;6589;200;4665
Appartement;36.4;2;1;430;1;0;0;5293;2204;180
Appartement;39.0;2;1;421;1;0;0;1321;390;232
Appartement;38.0;1;1;440;1;0;0;1785;261;2179
Appartement;36.4;1;1;443;1;0;0;6545;1510;2342
Appartement;39.2;1;1;446;1;0;0;654;704;996
Appartement;38.6;1;1;448;1;0;0;5171;437;2410
Appartement;65.0;3;2;750;0;0;0;1539;111;1636
Appartement;69.4;3;2;720;0;0;0;2130;71;4916
Appartement;61.7;3;2;703;0;0;0;5248;1536;2139
Appartement;69.6;3;2;744;0;0;0;6996;404;94
Appartement;98.0;5;3;1150;0;0;1;684;46;3188
Appartement;98.0;5;3;1256;0;0;1;5905;295;2768
Appartement;104.1;5;3;1066;0;0;1;321;81;2108
Appartement;94.6;5;3;1206;0;0;1;585;430;3378
Appartement;63.0;3;2;800;0;0;0;6732;1601;4108
Appartement;65.9;3;2;807;0;0;0;5731;1506;1018
Appartement;63.4;3;2;754;0;0;0;1564;697;2317
Appartement;58.9;3;2;764;0;0;0;215;2;2862
Studio;30.0;1;1;473;0;0;0;29;138;1919
Studio;30.0;1;1;494;0;0;0;1629;995;506
Studio;31.3;1;1;440;0;0;0;1466;532;700
Studio;29.3;1;1;453;0;0;0;6704;2838;2584
Appartement;68.0;3;2;760;1;0;1;2862;1978;3062
Appartement;72.5;3;2;760;1;0;1;2686;618;1772
Appartement;72.6;3;2;706;1;0;1;6260;1647;279
Appartement;72.1;3;2;695;1;0;1;6910;906;4695
Studio;14.0;3;1;350;0;0;0;1122;564;1829
Studio;13.6;3;1;379;0;0;0;961;128;3528
Studio;12.9;3;1;329;0;0;0;67;1;2356
Studio;14.0;3;1;368;0;0;0;1787;290;1419
Appartement;45.0;2;1;690;0;0;0;108;123;1014
Appartement;48.3;2;1;672;0;0;0;778;925;2631
Appartement;43.8;2;1;712;0;0;0;1893;650;2292
Appartement;44.8;2;1;688;0;0;0;502;226;9
Appartement;65.0;3;2;750;1;0;0;4960;1306;824
Appartement;68.1;3;2;754;1;0;0;741;44;2010
Appartement;66.4;3;2;687;1;0;0;5103;1670;231
Appartement;63.7;3;2;746;1;0;0;2369;408;2024
Appartement;91.0;4;3;1060;0;0;0;3827;34;1408
Appartement;96.4;4;3;1143;0;0;0;6337;1962;386
Appartement;97.6;4;3;983;0;0;0;4482;1101;845
Appartement;88.9;4;3;1118;0;0;0;4682;1422;2742
Appartement;90.0;5;3;1280;1;1;1;4513;2419;4811
Appartement;86.3;5;3;1308;1;1;1;4664;1936;2485
Appartement;93.9;5;3;1265;1;1;1;3750;1383;3823
Appartement;84.8;5;3;1379;1;1;1;1781;813;509
Appartement;63.0;3;1;600;1;0;0;4918;2959;2169
Appartement;62.1;3;1;613;1;0;0;1795;133;2230
Appartement;60.4;3;1;568;1;0;0;3567;856;4722
Appartement;63.7;3;1;591;1;0;0;5627;2521;2951
Appartement;51.0;2;1;598;0;0;0;619;528;3777
Appartement;52.2;2;1;593;0;0;0;2682;1277;3751
Appartement;47.3;2;1;649;0;0;0;342;105;1018
Appartement;53.2;2;1;653;0;0;0;4129;2230;1282
Appartement;72.0;4;3;700;1;0;0;5977;2408;2909
Appartement;76.8;4;3;645;1;0;0;6367;317;4931
Appartement;70.3;4;3;730;1;0;0;948;258;1849
Appartement;72.6;4;3;731;1;0;0;6296;442;1551
Appartement;63.0;3;2;778;0;0;1;1267;681;1599
Appartement;64.2;3;2;776;0;0;1;1050;892;3291
Appartement;65.8;3;2;797;0;0;1;4981;968;2716
Appartement;63.8;3;2;740;0;0;1;244;227;1947
Appartement;150.0;6;4;2080;0;0;1;4945;72;222
Appartement;146.0;6;4;2077;0;0;1;838;720;1884
Appartement;151.5;6;4;2000;0;0;1;1619;944;2116
Appartement;149.1;6;4;2003;0;0;1;462;48;1402
Appartement;21.0;2;1;615;1;0;0;571;597;3329
Appartement;21.9;2;1;650;1;0;0;4179;2841;4069
Appartement;22.5;2;1;674;1;0;0;390;116;1538
Appartement;21.5;2;1;662;1;0;0;683;784;1695
Appartement;166.0;6;4;2180;1;0;1;1108;240;1944
Appartement;176.8;6;4;1980;1;0;1;5194;1840;3441
Appartement;172.4;6;4;2340;1;0;1;6633;2017;3328
Appartement;170.9;6;4;2136;1;0;1;6997;2132;636
Appartement;64.0;3;2;742;0;0;0;2131;409;4194
Appartement;59.4;3;2;742;0;0;0;4911;512;2391
Appartement;66.2;3;2;763;0;0;0;310;255;2962
Appartement;67.2;3;2;732;0;0;0;7132;2046;3846
Appartement;65.0;3;2;808;0;0;0;6826;1972;1353
Appartement;63.4;3;2;773;0;0;0;455;126;1312
Appartement;61.0;3;2;861;0;0;0;1751;553;3009
Appartement;66.7;3;2;836;0;0;0;7280;1432;3101
Appartement;64.0;3;2;790;1;0;0;1748;428;2576
Appartement;61.8;3;2;745;1;0;0;393;111;2306
Appartement;65.9;3;2;758;1;0;0;7145;2166;253
Appartement;64.4;3;2;729;1;0;0;4760;801;1880
Appartement;92.0;2;1;580;1;0;0;5674;444;2897
Appartement;87.1;2;1;541;1;0;0;4719;2553;373
Appartement;97.2;2;1;532;1;0;0;7064;2955;1866
Appartement;93.4;2;1;591;1;0;0;5382;635;2723
Appartement;31.0;2;1;420;0;0;0;5752;2468;3119
Appartement;31.4;2;1;413;0;0;0;5316;896;2826
Appartement;31.7;2;1;379;0;0;0;6066;1265;4816
Appartement;28.7;2;1;386;0;0;0;2674;663;2484
Appartement;39.0;2;1;700;0;0;0;679;1;3384
Appartement;36.7;2;1;643;0;0;0;4490;1845;1695
Appartement;40.1;2;1;699;0;0;0;1564;728;3483
Appartement;39.0;2;1;644;0;0;0;1636;264;1879
Appartement;124.0;5;4;1566;0;0;0;594;909;2302
Appartement;126.1;5;4;1528;0;0;0;2177;1363;3199
Appartement;127.4;5;4;1611;0;0;0;1204;434;3674
Appartement;123.7;5;4;1450;0;0;0;244;218;1710
Appartement;80.0;4;3;895;0;0;0;2347;1374;2420
Appartement;74.7;4;3;814;0;0;0;6808;1277;750
Appartement;76.5;4;3;971;0;0;0;1276;985;3590
Appartement;77.1;4;3;950;0;0;0;1665;316;77
Appartement;78.0;4;3;1150;1;0;1;745;343;2123
Appartement;76.0;4;3;1213;1;0;1;3219;1929;4450
Appartement;80.2;4;3;1217;1;0;1;422;249;2929
Appartement;78.3;4;3;1093;1;0;1;6886;2877;4594
Appartement;67.0;3;2;715;0;0;0;184;60;1253
Appartement;62.5;3;2;681;0;0;0;201;242;1927
Appartement;69.6;3;2;700;0;0;0;4341;685;182
Appartement;64.9;3;2;775;0;0;0;1338;605;3622
Appartement;18.0;1;1;350;0;0;0;2867;29;1580
Appartement;18.6;1;1;316;0;0;0;3915;1900;2753
Appartement;18.9;1;1;359;0;0;0;1227;543;2260
Appartement;17.9;1;1;326;0;0;0;1266;777;3619
Appartement;64.0;3;2;752;1;0;0;457;174;2148
Appartement;63.4;3;2;736;1;0;0;6142;654;4677
Appartement;65.6;3;2;786;1;0;0;6293;1434;1488
Appartement;60.0;3;2;789;1;0;0;1646;424;2034
Appartement;35.0;2;1;573;0;0;0;1733;678;3822
Appartement;33.8;2;1;524;0;0;0;422;229;1795
Appartement;37.0;2;1;554;0;0;0;6437;1957;1493
Appartement;35.4;2;1;546;0;0;0;211;291;2524
Appartement;27.0;3;1;590;1;0;1;3173;66;4070
Appartement;28.7;3;1;583;1;0;1;6155;531;2597
Appartement;27.3;3;1;536;1;0;1;1665;193;2242
Appartement;25.1;3;1;613;1;0;1;1983;418;3927
Appartement;106.0;5;3;1410;0;0;0;526;984;2954
Appartement;107.5;5;3;1337;0;0;0;278;20;1234
Appartement;106.6;5;3;1315;0;0;0;7159;1387;212
Appartement;106.0;5;3;1310;0;0;0;3249;1886;2378
Appartement;77.0;4;3;1215;0;0;0;86;242;2053
Appartement;81.4;4;3;1209;0;0;0;1520;210;1174
Appartement;73.5;4;3;1106;0;0;0;1730;483;3777
Appartement;73.4;4;3;1142;0;0;0;428;67;1814
Appartement;48.0;2;1;592;0;0;0;1686;126;3227
Appartement;47.2;2;1;611;0;0;0;4549;2187;4839
Appartement;50.6;2;1;546;0;0;0;2342;1793;4236
Appartement;47.5;2;1;547;0;0;0;4715;2578;2728
Appartement;20.0;4;3;880;0;0;0;1475;437;3617
Appartement;18.9;4;3;939;0;0;0;1060;8;3489
Appartement;20.2;4;3;813;0;0;0;601;843;3494
Appartement;18.9;4;3;873;0;0;0;309;171;1345
Appartement;79.0;4;3;1050;0;0;0;1780;769;1339
Appartement;73.9;4;3;1064;0;0;0;392;122;2258
Appartement;77.1;4;3;1016;0;0;0;1759;820;2209
Appartement;74.0;4;3;1020;0;0;0;6536;2601;4706
Appartement;75.0;4;2;975;0;0;0;4535;1154;2840
Appartement;73.9;4;2;1002;0;0;0;854;609;1696
Appartement;73.5;4;2;991;0;0;0;5608;69;2762
Appartement;75.3;4;2;950;0;0;0;1394;0;2624
Studio;25.0;2;1;500;1;0;0;1025;301;2171
Studio;25.6;2;1;511;1;0;0;4215;1772;4300
Studio;24.2;2;1;522;1;0;0;2683;984;4819
Studio;23.8;2;1;548;1;0;0;5428;216;2796
Appartement;81.0;3;2;805;0;0;0;2436;885;452
Appartement;76.2;3;2;781;0;0;0;5931;2001;522
Appartement;84.3;3;2;806;0;0;0;5349;559;4480
Appartement;82.3;3;2;743;0;0;0;1046;525;678
Appartement;95.0;5;3;1800;1;0;0;652;161;3793
Appartement;99.5;5;3;1967;1;0;0;1273;250;3081
Appartement;100.7;5;3;1883;1;0;0;1891;920;254
Appartement;93.4;5;3;1940;1;0;0;638;495;3335
Appartement;100.0;4;3;1500;1;0;0;5731;800;4254
Appartement;103.9;4;3;1467;1;0;0;220;21;2845
Appartement;106.3;4;3;1396;1;0;0;2491;156;851
Appartement;103.7;4;3;1473;1;0;0;210;272;1531
Appartement;114.0;5;4;1460;1;0;1;654;279;1278
Appartement;118.1;5;4;1493;1;0;1;7205;1239;1168
Appartement;117.0;5;4;1372;1;0;1;4140;192;3381
Appartement;113.5;5;4;1568;1;0;1;5815;2903;3682
Appartement;20.0;2;1;450;1;0;0;347;144;1352
Appartement;18.8;2;1;444;1;0;0;5152;1114;4051
Appartement;18.7;2;1;444;1;0;0;1388;731;3316
Appartement;20.7;2;1;492;1;0;0;286;144;2253
Studio;19.0;1;1;360;0;0;0;5731;746;4135
Studio;18.7;1;1;338;0;0;0;458;277;2832
Studio;18.5;1;1;342;0;0;0;739;377;1850
Studio;17.7;1;1;326;0;0;0;1200;605;2766
Appartement;27.0;2;1;440;1;0;1;5775;1291;102
Appartement;26.3;2;1;446;1;0;1;1602;244;2882
Appartement;28.8;2;1;444;1;0;1;340;4;2322
Appartement;25.4;2;1;439;1;0;1;6084;986;1723
Appartement;42.0;2;1;620;0;0;0;928;182;1354
Appartement;40.2;2;1;565;0;0;0;3625;842;1980
Appartement;39.9;2;1;560;0;0;0;1612;856;1836
Appartement;40.1;2;1;644;0;0;0;3932;964;1957
Appartement;58.0;3;2;709;0;0;0;4869;1749;2184
Appartement;61.0;3;2;664;0;0;0;4750;1571;1127
Appartement;54.3;3;2;651;0;0;0;5954;979;1025
Appartement;58.1;3;2;705;0;0;0;3608;984;149
Appartement;44.0;2;1;680;0;0;0;852;509;3261
Appartement;41.2;2;1;669;0;0;0;2032;222;4605
Appartement;43.6;2;1;737;0;0;0;108;218;2305
Appartement;40.8;2;1;736;0;0;0;5227;49;1129
Appartement;28.0;2;1;505;0;0;0;1693;620;3870
Appartement;27.6;2;1;487;0;0;0;244;81;2447
Appartement;28.9;2;1;513;0;0;0;1081;510;3704
Appartement;26.5;2;1;471;0;0;0;1868;592;2385
Appartement;102.0;5;3;1800;0;0;1;206;251;2576
Appartement;108.7;5;3;1806;0;0;1;4565;2071;698
Appartement;98.9;5;3;1900;0;0;1;13;141;2035
Appartement;108.9;5;3;1657;0;0;1;6334;452;3708
Appartement;47.0;2;1;615;0;0;0;1416;294;2952
Appartement;46.2;2;1;608;0;0;0;870;535;310
Appartement;45.4;2;1;642;0;0;0;2384;617;2197
Appartement;49.3;2;1;666;0;0;0;1828;417;2069
Appartement;55.0;2;1;887;1;0;0;6744;2775;1137
Appartement;55.3;2;1;864;1;0;0;5206;2479;797
Appartement;57.9;2;1;851;1;0;0;1153;164;1131
Appartement;54.0;2;1;954;1;0;0;168;192;2769
Appartement;79.0;3;2;794;0;0;0;1956;323;1252
Appartement;77.7;3;2;738;0;0;0;1934;997;1774
Appartement;81.5;3;2;732;0;0;0;6047;942;2955
Appartement;74.3;3;2;788;0;0;0;1809;317;1626
Appartement;79.0;3;2;765;1;0;0;5990;234;4470
Appartement;78.7;3;2;820;1;0;0;6515;2063;770
Appartement;73.9;3;2;833;1;0;0;5812;132;3556
Appartement;76.6;3;2;747;1;0;0;1448;899;997
Appartement;123.0;4;3;1102;0;0;1;3732;1590;4822
Appartement;118.6;4;3;1066;0;0;1;178;290;1567
Appartement;116.5;4;3;1026;0;0;1;6752;1308;2062
Appartement;124.4;4;3;1044;0;0;1;4392;7;1567
Appartement;107.0;4;3;1250;0;0;0;1230;29;2714
Appartement;102.8;4;3;1352;0;0;0;4900;2629;3138
Appartement;114.0;4;3;1129;0;0;0;3723;844;1497
Appartement;100.4;4;3;1270;0;0;0;1893;833;2178
Appartement;65.0;3;2;808;0;0;1;184;278;1197
Appartement;69.7;3;2;739;0;0;1;2659;791;2317
Appartement;69.2;3;2;837;0;0;1;6559;708;3422
Appartement;69.2;3;2;775;0;0;1;1249;795;1937
Appartement;63.0;3;2;710;0;0;0;1134;232;530
Appartement;61.4;3;2;777;0;0;0;1614;370;3477
Appartement;63.0;3;2;664;0;0;0;366;21;2584
Appartement;63.9;3;2;724;0;0;0;266;33;2324
Appartement;86.0;5;4;1680;1;0;0;1390;361;1585
Appartement;79.8;5;4;1846;1;0;0;2504;1461;54
Appartement;82.6;5;4;1778;1;0;0;796;211;678
Appartement;80.5;5;4;1627;1;0;0;3675;1145;681
Appartement;88.0;5;3;1150;0;0;0;2039;743;1189
Appartement;88.2;5;3;1052;0;0;0;17;261;2024
Appartement;87.5;5;3;1144;0;0;0;726;335;3386
Appartement;92.6;5;3;1059;0;0;0;106;74;1330
Appartement;60.0;3;2;920;1;0;0;6065;1464;1436
Appartement;63.8;3;2;908;1;0;0;1209;636;53
Appartement;61.3;3;2;966;1;0;0;532;109;3553
Appartement;58.1;3;2;845;1;0;0;1118;917;1604
Appartement;100.0;4;3;1250;1;0;0;5789;599;3385
Appartement;101.2;4;3;1168;1;0;0;556;701;2840
Appartement;98.7;4;3;1323;1;0;0;1638;271;61
Appartement;98.5;4;3;1168;1;0;0;4095;1478;3329
Appartement;49.0;2;1;615;1;0;0;6480;683;672
Appartement;45.5;2;1;575;1;0;0;6805;175;4868
Appartement;48.6;2;1;637;1;0;0;1053;144;1191
Appartement;49.4;2;1;654;1;0;0;7202;1065;1375
Appartement;65.0;4;3;730;0;0;0;1349;654;2017
Appartement;60.7;4;3;670;0;0;0;5196;2343;1481
Appartement;67.2;4;3;686;0;0;0;557;587;3055
Appartement;60.1;4;3;664;0;0;0;1441;384;1554
Appartement;110.0;4;3;938;0;0;0;3988;1353;872
Appartement;106.0;4;3;871;0;0;0;6262;1209;4015
Appartement;108.1;4;3;957;0;0;0;4120;467;1297
Appartement;107.4;4;3;875;0;0;0;3620;823;2538
Appartement;117.0;5;4;1079;0;0;1;1763;251;3718
Appartement;112.6;5;4;1152;0;0;1;2932;155;1024
Appartement;117.6;5;4;1064;0;0;1;4053;137;4987
Appartement;122.1;5;4;1020;0;0;1;6296;353;3772
Appartement;60.0;4;2;1360;1;0;0;4547;2763;4152
Appartement;62.9;4;2;1267;1;0;0;4972;2227;4130
Appartement;60.1;4;2;1465;1;0;0;2157;857;3927
Appartement;56.9;4;2;1277;1;0;0;6340;1523;4484
Appartement;54.0;2;1;715;0;0;0;6461;1147;3834
Appartement;56.0;2;1;728;0;0;0;2817;817;621
Appartement;55.8;2;1;739;0;0;0;6524;1436;1517
Appartement;52.7;2;1;651;0;0;0;3056;625;2252
Appartement;104.0;5;3;1500;0;0;0;1979;397;1393
Appartement;110.6;5;3;1563;0;0;0;3526;1654;1709
Appartement;103.6;5;3;1541;0;0;0;1565;139;2032
Appartement;98.1;5;3;1501;0;0;0;1571;757;3001
Appartement;20.0;1;1;425;0;0;0;1270;61;2909
Appartement;20.7;1;1;427;0;0;0;581;697;663
Appartement;20.2;1;1;429;0;0;0;1180;21;3870
Appartement;20.9;1;1;405;0;0;0;3787;1780;1296
Appartement;18.0;1;1;330;1;0;0;4674;1050;2496
Appartement;17.8;1;1;357;1;0;0;561;358;181
Appartement;17.3;1;1;301;1;0;0;1742;517;3000
Appartement;18.8;1;1;338;1;0;0;1626;427;1881
Appartement;166.0;6;4;2180;0;0;1;3979;38;1162
Appartement;168.9;6;4;2185;0;0;1;2975;1060;4509
Appartement;160.2;6;4;2015;0;0;1;6059;1823;4336
Appartement;154.6;6;4;2381;0;0;1;1559;626;2196
Appartement;76.0;3;2;1190;1;0;0;1648;709;3629
Appartement;73.0;3;2;1306;1;0;0;1204;97;3904
Appartement;72.1;3;2;1264;1;0;0;1846;141;1270
Appartement;72.1;3;2;1087;1;0;0;1208;993;3007
Appartement;63.0;3;2;639;1;0;0;2801;924;3701
Appartement;67.5;3;2;637;1;0;0;4859;1195;431
Appartement;65.1;3;2;644;1;0;0;6281;2015;1940
Appartement;58.5;3;2;661;1;0;0;567;807;1421
Appartement;61.0;3;2;545;0;0;0;5872;809;2840
Appartement;61.4;3;2;540;0;0;0;3025;1147;345
Appartement;56.6;3;2;520;0;0;0;4215;1564;2056
Appartement;58.3;3;2;498;0;0;0;1014;424;3786
Appartement;47.0;2;1;535;0;0;0;998;767;3099
Appartement;45.2;2;1;521;0;0;0;644;353;2210
Appartement;47.6;2;1;518;0;0;0;6914;2898;2173
Appartement;44.5;2;1;501;0;0;0;1325;193;1888
Studio;33.0;3;1;327;0;1;1;425;214;1955
Studio;33.9;3;1;323;0;1;1;392;152;1646
Studio;34.3;3;1;323;0;1;1;2760;720;1496
Studio;33.6;3;1;355;0;1;1;5088;2537;2620
Maison;86.0;5;3;650;1;1;1;5013;1246;1163
Maison;87.1;5;3;637;1;1;1;4547;2361;1620
Maison;83.8;5;3;702;1;1;1;7018;2178;4279
Maison;86.1;5;3;611;1;1;1;3024;244;1223
Appartement;48.0;2;1;535;0;0;0;923;84;2689
Appartement;45.5;2;1;515;0;0;0;1416;3;2682
Appartement;46.1;2;1;568;0;0;0;5178;2957;383
Appartement;47.7;2;1;564;0;0;0;6236;2029;3653
Appartement;50.0;2;1;490;0;0;0;94;159;1505
Appartement;51.2;2;1;493;0;0;0;496;138;1335
Appartement;48.3;2;1;442;0;0;0;1444;205;2101
Appartement;53.3;2;1;512;0;0;0;1223;208;2625
Appartement;64.0;3;1;541;1;0;0;3762;1869;1522
Appartement;61.8;3;1;486;1;0;0;4938;2155;4870
Appartement;64.7;3;1;505;1;0;0;3948;1863;848
Appartement;67.5;3;1;539;1;0;0;4540;510;902
Appartement;60.0;3;2;690;0;0;1;1720;570;587
Appartement;60.0;3;2;750;0;0;1;267;223;2190
Appartement;60.2;3;2;701;0;0;1;4380;2619;1984
Appartement;63.9;3;2;699;0;0;1;1603;559;1902
Appartement;40.0;2;1;525;0;0;0;1512;691;2284
Appartement;37.4;2;1;551;0;0;0;2195;980;2018
Appartement;38.1;2;1;482;0;0;0;1882;339;2471
Appartement;39.3;2;1;540;0;0;0;1542;734;586
Appartement;38.0;2;1;361;1;0;0;3490;1573;737
Appartement;37.8;2;1;375;1;0;0;1341;570;849
Appartement;35.8;2;1;396;1;0;0;6969;1590;2887
Appartement;37.6;2;1;380;1;0;0;6854;2761;2271
Appartement;57.0;3;2;510;0;0;0;4753;1891;4086
Appartement;57.5;3;2;539;0;0;0;39;238;1097
Appartement;53.2;3;2;481;0;0;0;4528;1043;630
Appartement;59.2;3;2;532;0;0;0;6767;2891;2816
Maison;89.0;5;4;785;0;1;0;6743;1211;3784
Maison;83.0;5;4;838;0;1;0;6240;202;1952
Maison;90.2;5;4;741;0;1;0;5207;2812;277
Maison;94.1;5;4;805;0;1;0;4814;1845;919
Appartement;51.0;2;1;450;0;0;0;2752;1540;2313
Appartement;51.4;2;1;432;0;0;0;4127;952;762
Appartement;50.2;2;1;452;0;0;0;6102;2743;409
Appartement;53.9;2;1;413;0;0;0;3226;1118;1840
Appartement;67.0;3;2;666;0;0;0;168;174;1735
Appartement;63.7;3;2;631;0;0;0;290;62;1729
Appartement;63.3;3;2;707;0;0;0;6890;1914;1527
Appartement;70.7;3;2;639;0;0;0;3891;760;1620
Appartement;66.0;3;2;505;1;0;0;3918;940;3328
Appartement;64.2;3;2;509;1;0;0;7019;116;3462
Appartement;61.0;3;2;471;1;0;0;7467;2864;2161
Appartement;65.8;3;2;464;1;0;0;5038;329;3817
Maison;81.0;4;3;780;1;0;0;5346;755;3357
Maison;85.6;4;3;753;1;0;0;7288;1448;4029
Maison;80.3;4;3;745;1;0;0;6562;839;2234
Maison;86.4;4;3;705;1;0;0;5883;696;2022
Maison;90.0;4;3;760;1;1;0;3128;1934;4879
Maison;84.2;4;3;745;1;1;0;4911;750;1471
Maison;96.1;4;3;806;1;1;0;5632;180;2289
Maison;86.3;4;3;765;1;1;0;7164;2743;1048
Appartement;54.0;3;1;625;1;0;0;3215;1730;2568
Appartement;56.6;3;1;656;1;0;0;5525;1606;1686
Appartement;51.2;3;1;570;1;0;0;6032;5;1205
Appartement;56.5;3;1;588;1;0;0;2752;317;1363
Appartement;86.0;4;3;796;1;0;1;6906;2837;640
Appartement;82.7;4;3;778;1;0;1;6706;2997;949
Appartement;91.2;4;3;872;1;0;1;7070;431;3895
Appartement;88.0;4;3;791;1;0;1;4987;1206;2686
Appartement;105.0;4;3;781;1;0;0;2742;1262;4102
Appartement;103.0;4;3;714;1;0;0;3017;36;4198
Appartement;98.4;4;3;834;1;0;0;4712;1178;2240
Appartement;99.1;4;3;722;1;0;0;4951;457;3648
Appartement;82.0;4;2;747;0;0;0;6390;2689;1808
Appartement;78.8;4;2;678;0;0;0;3039;554;2257
